election_date,county_desc,party_cd,race_code,ethnic_code,sex_code,age_group,registered_count,voted_count,turnout_rate
2025-11-04,BRUNSWICK,DEM,I,NL,U,Age 41 - 65,1,0,0.0
2025-11-04,SURRY,GRE,W,NL,U,Age 41 - 65,1,0,0.0
2025-11-04,RICHMOND,DEM,U,HL,F,Age 26 - 40,7,0,0.0
2025-11-04,MOORE,GRE,W,UN,F,Age 18 - 25,2,0,0.0
2025-11-04,CABARRUS,UNA,I,NL,F,Age 18 - 25,6,0,0.0
2025-11-04,LEE,UNA,U,NL,U,Age 41 - 65,16,0,0.0
2025-11-04,STOKES,REP,B,NL,F,Age 26 - 40,3,0,0.0
2025-11-04,CLAY,DEM,O,HL,F,Age 41 - 65,1,0,0.0
2025-11-04,TYRRELL,UNA,B,NL,M,Age 18 - 25,6,0,0.0
2025-11-04,LEE,UNA,I,NL,M,Age 41 - 65,5,0,0.0
2025-11-04,MOORE,LIB,O,HL,M,Age 18 - 25,1,0,0.0
2025-11-04,MONTGOMERY,UNA,B,NL,F,Age 18 - 25,33,0,0.0
2025-11-04,DURHAM,REP,B,NL,U,Age 26 - 40,6,0,0.0
2025-11-04,MOORE,UNA,M,NL,M,Age Over 66,2,0,0.0
2025-11-04,RICHMOND,UNA,U,HL,F,Age 26 - 40,5,0,0.0
2025-11-04,ALLEGHANY,REP,U,UN,U,Age 18 - 25,20,0,0.0
2025-11-04,RICHMOND,REP,O,HL,U,Age 26 - 40,1,0,0.0
2025-11-04,EDGECOMBE,UNA,W,HL,M,Age 26 - 40,3,0,0.0
2025-11-04,CLAY,LIB,U,UN,U,Age 41 - 65,1,0,0.0
2025-11-04,SAMPSON,UNA,W,UN,U,Age 18 - 25,3,0,0.0
2025-11-04,HOKE,REP,B,HL,F,Age 26 - 40,1,0,0.0
2025-11-04,MCDOWELL,GRE,W,UN,F,Age 26 - 40,1,0,0.0
2025-11-04,JONES,REP,W,HL,M,Age 41 - 65,3,0,0.0
2025-11-04,HOKE,DEM,W,HL,U,Age 41 - 65,2,0,0.0
2025-11-04,ROWAN,LIB,M,UN,F,Age 26 - 40,1,0,0.0
2025-11-04,WILSON,REP,U,NL,F,Age Over 66,3,0,0.0
2025-11-04,SWAIN,UNA,W,HL,F,Age Over 66,1,0,0.0
2025-11-04,JOHNSTON,DEM,M,NL,M,Age 18 - 25,7,0,0.0
2025-11-04,HARNETT,GRE,B,NL,F,Age 18 - 25,5,0,0.0
2025-11-04,CHEROKEE,DEM,U,UN,U,Age 41 - 65,19,0,0.0
2025-11-04,CHOWAN,UNA,B,NL,M,Age 18 - 25,47,0,0.0
2025-11-04,POLK,DEM,B,NL,U,Age 26 - 40,1,0,0.0
2025-11-04,DARE,REP,M,NL,M,Age 26 - 40,1,0,0.0
2025-11-04,STOKES,UNA,U,NL,M,Age 26 - 40,4,0,0.0
2025-11-04,CAMDEN,UNA,O,HL,F,Age 26 - 40,5,0,0.0
2025-11-04,CLEVELAND,GRE,O,UN,M,Age 41 - 65,1,0,0.0
2025-11-04,PERQUIMANS,UNA,U,NL,F,Age 41 - 65,2,0,0.0
2025-11-04,STOKES,UNA,W,NL,U,Age 26 - 40,5,0,0.0
2025-11-04,COLUMBUS,UNA,U,HL,U,Age 18 - 25,2,0,0.0
2025-11-04,HALIFAX,DEM,B,UN,U,Age 26 - 40,13,0,0.0
2025-11-04,IREDELL,GRE,O,UN,M,Age 18 - 25,1,0,0.0
2025-11-04,EDGECOMBE,GRE,U,UN,U,Age 18 - 25,1,0,0.0
2025-11-04,CATAWBA,LIB,U,HL,F,Age 18 - 25,2,0,0.0
2025-11-04,MADISON,DEM,U,UN,M,Age Over 66,6,0,0.0
2025-11-04,SAMPSON,UNA,O,UN,M,Age Over 66,1,0,0.0
2025-11-04,SAMPSON,DEM,A,NL,M,Age 41 - 65,1,0,0.0
2025-11-04,CHEROKEE,REP,U,HL,M,Age Over 66,1,0,0.0
2025-11-04,WAKE,LIB,U,NL,U,Age 41 - 65,2,0,0.0
2025-11-04,BEAUFORT,REP,B,UN,F,Age Over 66,3,0,0.0
2025-11-04,AVERY,DEM,W,UN,U,Age Over 66,1,0,0.0
2025-11-04,CHOWAN,UNA,W,UN,M,Age 18 - 25,45,0,0.0
2025-11-04,GATES,UNA,M,NL,F,Age 18 - 25,4,0,0.0
2025-11-04,WILKES,DEM,A,UN,M,Age 41 - 65,2,0,0.0
2025-11-04,NORTHAMPTON,DEM,B,NL,U,Age Over 66,3,0,0.0
2025-11-04,RICHMOND,REP,O,UN,M,Age 26 - 40,6,0,0.0
2025-11-04,SURRY,REP,B,NL,U,Age 26 - 40,1,0,0.0
2025-11-04,AVERY,DEM,W,UN,F,Age 18 - 25,21,0,0.0
2025-11-04,CATAWBA,GRE,W,NL,M,Age 41 - 65,1,0,0.0
2025-11-04,FRANKLIN,DEM,A,UN,F,Age 26 - 40,5,0,0.0
2025-11-04,AVERY,UNA,M,NL,F,Age 18 - 25,1,0,0.0
2025-11-04,YANCEY,DEM,U,UN,F,Age 41 - 65,9,0,0.0
2025-11-04,SAMPSON,REP,A,UN,M,Age Over 66,1,0,0.0
2025-11-04,HARNETT,UNA,A,HL,F,Age 26 - 40,2,0,0.0
2025-11-04,MITCHELL,UNA,O,NL,F,Age 26 - 40,4,0,0.0
2025-11-04,TRANSYLVANIA,REP,U,UN,F,Age 18 - 25,4,0,0.0
2025-11-04,ALEXANDER,DEM,U,NL,U,Age 41 - 65,2,0,0.0
2025-11-04,CLAY,UNA,I,UN,U,Age 41 - 65,1,0,0.0
2025-11-04,GATES,UNA,W,UN,U,Age 41 - 65,7,0,0.0
2025-11-04,ANSON,DEM,B,HL,F,Age 26 - 40,2,0,0.0
2025-11-04,DARE,UNA,U,NL,M,Age 26 - 40,1,0,0.0
2025-11-04,ORANGE,LIB,A,UN,M,Age 18 - 25,1,0,0.0
2025-11-04,MADISON,DEM,B,UN,U,Age 41 - 65,1,0,0.0
2025-11-04,PERSON,REP,B,NL,U,Age 26 - 40,1,0,0.0
2025-11-04,DAVIE,REP,U,HL,M,Age Over 66,2,0,0.0
2025-11-04,GATES,DEM,B,UN,M,Age 18 - 25,21,0,0.0
2025-11-04,CALDWELL,REP,U,HL,M,Age 41 - 65,8,0,0.0
2025-11-04,PASQUOTANK,DEM,O,NL,F,Age 41 - 65,7,0,0.0
2025-11-04,MITCHELL,UNA,U,NL,M,Age 41 - 65,4,0,0.0
2025-11-04,ROCKINGHAM,UNA,U,NL,F,Age Over 66,3,0,0.0
2025-11-04,BLADEN,REP,P,NL,F,Age 18 - 25,1,0,0.0
2025-11-04,LEE,DEM,W,NL,U,Age 18 - 25,2,0,0.0
2025-11-04,STANLY,DEM,M,UN,U,Age 26 - 40,1,0,0.0
2025-11-04,ROWAN,GRE,O,HL,M,Age 41 - 65,1,0,0.0
2025-11-04,WILSON,UNA,B,HL,F,Age Over 66,1,0,0.0
2025-11-04,IREDELL,GRE,O,NL,M,Age 26 - 40,1,0,0.0
2025-11-04,CHEROKEE,REP,U,UN,M,Age 18 - 25,6,0,0.0
2025-11-04,MCDOWELL,REP,B,NL,F,Age 18 - 25,1,0,0.0
2025-11-04,ASHE,REP,W,UN,U,Age 26 - 40,3,0,0.0
2025-11-04,DAVIDSON,LIB,B,NL,F,Age 18 - 25,1,0,0.0
2025-11-04,CUMBERLAND,REP,A,NL,U,Age 26 - 40,2,0,0.0
2025-11-04,CABARRUS,REP,B,UN,U,Age 41 - 65,4,0,0.0
2025-11-04,SURRY,UNA,O,NL,U,Age 26 - 40,1,0,0.0
2025-11-04,JACKSON,DEM,U,UN,F,Age Over 66,16,0,0.0
2025-11-04,ALLEGHANY,UNA,O,HL,M,Age Over 66,2,0,0.0
2025-11-04,YADKIN,REP,M,UN,U,Age 26 - 40,1,0,0.0
2025-11-04,HARNETT,UNA,M,NL,M,Age 41 - 65,11,0,0.0
2025-11-04,NEW HANOVER,UNA,P,UN,F,Age 26 - 40,2,0,0.0
2025-11-04,HOKE,GRE,B,NL,F,Age 41 - 65,1,0,0.0
2025-11-04,GASTON,REP,M,UN,M,Age 26 - 40,9,0,0.0
2025-11-04,CRAVEN,LIB,B,UN,F,Age 41 - 65,2,0,0.0
2025-11-04,SWAIN,UNA,O,UN,M,Age 41 - 65,3,0,0.0
2025-11-04,VANCE,REP,O,HL,F,Age Over 66,2,0,0.0
2025-11-04,WILSON,UNA,B,HL,M,Age 41 - 65,2,0,0.0
2025-11-04,JONES,DEM,B,UN,F,Age 26 - 40,51,0,0.0
2025-11-04,GREENE,UNA,U,UN,M,Age Over 66,4,0,0.0
2025-11-04,CLAY,REP,U,HL,M,Age 26 - 40,1,0,0.0
2025-11-04,CHATHAM,REP,O,HL,U,Age Over 66,1,0,0.0
2025-11-04,PERQUIMANS,UNA,O,UN,F,Age 18 - 25,3,0,0.0
2025-11-04,GATES,REP,B,NL,M,Age 18 - 25,4,0,0.0
2025-11-04,HARNETT,LIB,U,HL,M,Age Over 66,1,0,0.0
2025-11-04,PAMLICO,DEM,U,NL,F,Age 18 - 25,1,0,0.0
2025-11-04,LEE,UNA,A,UN,F,Age Over 66,4,0,0.0
2025-11-04,ASHE,UNA,I,NL,F,Age 18 - 25,1,0,0.0
2025-11-04,WAYNE,REP,P,NL,M,Age Over 66,1,0,0.0
2025-11-04,VANCE,DEM,W,HL,F,Age 41 - 65,4,0,0.0
2025-11-04,YADKIN,UNA,M,UN,M,Age Over 66,1,0,0.0
2025-11-04,WARREN,LIB,I,UN,F,Age 41 - 65,1,0,0.0
2025-11-04,BRUNSWICK,REP,A,HL,F,Age Over 66,1,0,0.0
2025-11-04,CABARRUS,DEM,I,NL,M,Age 26 - 40,4,0,0.0
2025-11-04,GREENE,REP,B,NL,F,Age Over 66,4,0,0.0
2025-11-04,MCDOWELL,REP,A,UN,M,Age 18 - 25,1,0,0.0
2025-11-04,WILKES,REP,A,NL,M,Age Over 66,3,0,0.0
2025-11-04,SWAIN,REP,A,UN,M,Age Over 66,1,0,0.0
2025-11-04,LINCOLN,LIB,U,UN,U,Age 26 - 40,7,0,0.0
2025-11-04,WAYNE,DEM,U,HL,M,Age 18 - 25,8,0,0.0
2025-11-04,MONTGOMERY,UNA,M,NL,F,Age 26 - 40,4,0,0.0
2025-11-04,PENDER,REP,B,HL,M,Age 26 - 40,3,0,0.0
2025-11-04,MADISON,UNA,B,NL,F,Age Over 66,1,0,0.0
2025-11-04,YANCEY,UNA,B,NL,M,Age 18 - 25,1,0,0.0
2025-11-04,VANCE,UNA,O,NL,F,Age 41 - 65,7,0,0.0
2025-11-04,WATAUGA,DEM,P,NL,F,Age 18 - 25,1,0,0.0
2025-11-04,ANSON,LIB,U,UN,F,Age Over 66,1,0,0.0
2025-11-04,ROBESON,UNA,B,HL,M,Age 18 - 25,1,0,0.0
2025-11-04,WILSON,DEM,I,NL,F,Age 26 - 40,1,0,0.0
2025-11-04,STANLY,UNA,O,NL,U,Age 26 - 40,2,0,0.0
2025-11-04,WAYNE,LIB,M,UN,M,Age 41 - 65,1,0,0.0
2025-11-04,BURKE,UNA,O,HL,U,Age 26 - 40,1,0,0.0
2025-11-04,MITCHELL,DEM,W,HL,F,Age Over 66,1,0,0.0
2025-11-04,COLUMBUS,REP,M,UN,M,Age Over 66,1,0,0.0
2025-11-04,HERTFORD,DEM,P,UN,M,Age 41 - 65,1,0,0.0
2025-11-04,YADKIN,DEM,B,NL,U,Age 26 - 40,3,0,0.0
2025-11-04,PENDER,REP,I,NL,M,Age 41 - 65,13,0,0.0
2025-11-04,ANSON,UNA,I,NL,F,Age Over 66,1,0,0.0
2025-11-04,CAMDEN,REP,B,UN,M,Age 18 - 25,1,0,0.0
2025-11-04,RANDOLPH,LIB,U,UN,U,Age Over 66,3,0,0.0
2025-11-04,JACKSON,REP,M,NL,M,Age 18 - 25,4,0,0.0
2025-11-04,GATES,DEM,U,UN,M,Age 41 - 65,2,0,0.0
2025-11-04,CATAWBA,LIB,W,UN,F,Age Over 66,2,0,0.0
2025-11-04,LINCOLN,UNA,A,NL,U,Age 41 - 65,1,0,0.0
2025-11-04,ANSON,UNA,O,NL,U,Age 26 - 40,2,0,0.0
2025-11-04,HENDERSON,DEM,U,NL,F,Age 26 - 40,2,0,0.0
2025-11-04,NASH,GRE,W,NL,F,Age 26 - 40,1,0,0.0
2025-11-04,CRAVEN,UNA,I,UN,F,Age 18 - 25,2,0,0.0
2025-11-04,HAYWOOD,REP,I,UN,M,Age 26 - 40,5,0,0.0
2025-11-04,AVERY,LIB,O,HL,F,Age 41 - 65,1,0,0.0
2025-11-04,CUMBERLAND,DEM,P,NL,F,Age 41 - 65,3,0,0.0
2025-11-04,NASH,UNA,U,HL,U,Age 41 - 65,2,0,0.0
2025-11-04,JONES,REP,B,NL,M,Age 26 - 40,4,0,0.0
2025-11-04,CAMDEN,DEM,B,NL,U,Age 26 - 40,1,0,0.0
2025-11-04,NASH,REP,B,UN,U,Age 41 - 65,1,0,0.0
2025-11-04,LENOIR,UNA,O,NL,U,Age 18 - 25,1,0,0.0
2025-11-04,CHEROKEE,REP,W,HL,M,Age 41 - 65,7,0,0.0
2025-11-04,RICHMOND,UNA,I,NL,M,Age 18 - 25,5,0,0.0
2025-11-04,HAYWOOD,REP,I,NL,F,Age 26 - 40,2,0,0.0
2025-11-04,GUILFORD,LIB,U,NL,F,Age 26 - 40,1,0,0.0
2025-11-04,ROBESON,DEM,O,HL,U,Age 41 - 65,1,0,0.0
2025-11-04,LENOIR,DEM,O,UN,F,Age 18 - 25,6,0,0.0
2025-11-04,WAYNE,LIB,M,UN,U,Age 26 - 40,1,0,0.0
2025-11-04,NORTHAMPTON,UNA,B,HL,M,Age 18 - 25,1,0,0.0
2025-11-04,STOKES,LIB,M,HL,F,Age 18 - 25,1,0,0.0
2025-11-04,STANLY,LIB,U,UN,M,Age 26 - 40,1,0,0.0
2025-11-04,ALEXANDER,DEM,O,HL,U,Age 26 - 40,4,0,0.0
2025-11-04,CLAY,UNA,O,HL,F,Age 26 - 40,3,0,0.0
2025-11-04,GUILFORD,LIB,A,HL,M,Age 18 - 25,1,0,0.0
2025-11-04,CASWELL,UNA,A,NL,M,Age 18 - 25,1,0,0.0
2025-11-04,HOKE,REP,B,NL,U,Age 41 - 65,3,0,0.0
2025-11-04,ASHE,UNA,O,HL,F,Age Over 66,1,0,0.0
2025-11-04,LENOIR,REP,U,HL,F,Age Over 66,1,0,0.0
2025-11-04,MITCHELL,UNA,O,HL,M,Age Over 66,2,0,0.0
2025-11-04,BRUNSWICK,DEM,W,HL,U,Age 41 - 65,1,0,0.0
2025-11-04,CAMDEN,DEM,W,UN,M,Age 18 - 25,8,0,0.0
2025-11-04,ALLEGHANY,DEM,O,NL,M,Age Over 66,1,0,0.0
2025-11-04,LENOIR,REP,A,UN,M,Age Over 66,2,0,0.0
2025-11-04,ANSON,DEM,I,UN,F,Age 26 - 40,1,0,0.0
2025-11-04,SWAIN,DEM,B,NL,M,Age Over 66,3,0,0.0
2025-11-04,MACON,REP,U,NL,M,Age 41 - 65,3,0,0.0
2025-11-04,MARTIN,DEM,I,UN,M,Age 26 - 40,1,0,0.0
2025-11-04,BUNCOMBE,LIB,O,UN,F,Age 41 - 65,3,0,0.0
2025-11-04,HENDERSON,GRE,W,UN,F,Age 26 - 40,3,0,0.0
2025-11-04,HAYWOOD,REP,A,NL,M,Age Over 66,1,0,0.0
2025-11-04,CASWELL,UNA,O,UN,M,Age 18 - 25,2,0,0.0
2025-11-04,WILKES,UNA,B,NL,U,Age 26 - 40,2,0,0.0
2025-11-04,MADISON,UNA,M,UN,F,Age 18 - 25,4,0,0.0
2025-11-04,JOHNSTON,GRE,W,UN,M,Age 18 - 25,1,0,0.0
2025-11-04,GREENE,REP,U,NL,M,Age Over 66,1,0,0.0
2025-11-04,NASH,LIB,W,NL,F,Age Over 66,4,0,0.0
2025-11-04,SURRY,REP,I,NL,M,Age 18 - 25,2,0,0.0
2025-11-04,SCOTLAND,DEM,W,HL,F,Age Over 66,1,0,0.0
2025-11-04,STANLY,UNA,B,HL,F,Age 26 - 40,1,0,0.0
2025-11-04,MONTGOMERY,DEM,A,UN,F,Age 26 - 40,1,0,0.0
2025-11-04,COLUMBUS,DEM,A,NL,F,Age 18 - 25,2,0,0.0
2025-11-04,NORTHAMPTON,UNA,U,HL,F,Age 18 - 25,1,0,0.0
2025-11-04,PERQUIMANS,REP,O,NL,F,Age 41 - 65,1,0,0.0
2025-11-04,WAKE,LIB,M,UN,F,Age Over 66,1,0,0.0
2025-11-04,CARTERET,DEM,O,UN,F,Age Over 66,3,0,0.0
2025-11-04,BURKE,DEM,B,HL,M,Age 41 - 65,1,0,0.0
2025-11-04,YANCEY,DEM,B,UN,F,Age 41 - 65,1,0,0.0
2025-11-04,CRAVEN,DEM,M,UN,U,Age 41 - 65,1,0,0.0
2025-11-04,CLEVELAND,REP,M,HL,F,Age 41 - 65,1,0,0.0
2025-11-04,GUILFORD,DEM,M,HL,U,Age 18 - 25,1,0,0.0
2025-11-04,SURRY,UNA,I,HL,M,Age 18 - 25,1,0,0.0
2025-11-04,MCDOWELL,LIB,B,NL,M,Age 41 - 65,1,0,0.0
2025-11-04,FRANKLIN,REP,M,HL,U,Age 26 - 40,1,0,0.0
2025-11-04,FRANKLIN,REP,B,UN,U,Age 26 - 40,1,0,0.0
2025-11-04,DUPLIN,REP,A,HL,F,Age 26 - 40,1,0,0.0
2025-11-04,BUNCOMBE,LIB,B,UN,M,Age 18 - 25,1,0,0.0
2025-11-04,SAMPSON,GRE,B,NL,M,Age 41 - 65,1,0,0.0
2025-11-04,HALIFAX,UNA,I,NL,U,Age 41 - 65,2,0,0.0
2025-11-04,MOORE,REP,A,HL,F,Age 26 - 40,1,0,0.0
2025-11-04,SAMPSON,UNA,U,NL,M,Age 41 - 65,2,0,0.0
2025-11-04,JACKSON,DEM,M,HL,F,Age 18 - 25,10,0,0.0
2025-11-04,DARE,GRE,W,UN,F,Age 26 - 40,3,0,0.0
2025-11-04,UNION,GRE,O,HL,M,Age 41 - 65,1,0,0.0
2025-11-04,PERSON,UNA,M,NL,M,Age 41 - 65,1,0,0.0
2025-11-04,FORSYTH,LIB,U,UN,M,Age 41 - 65,1,0,0.0
2025-11-04,GRANVILLE,REP,M,HL,F,Age 26 - 40,1,0,0.0
2025-11-04,CHEROKEE,UNA,M,UN,M,Age 26 - 40,1,0,0.0
2025-11-04,WATAUGA,DEM,A,NL,M,Age 18 - 25,6,0,0.0
2025-11-04,RICHMOND,REP,I,HL,M,Age 26 - 40,1,0,0.0
2025-11-04,EDGECOMBE,DEM,M,NL,F,Age 41 - 65,2,0,0.0
2025-11-04,CATAWBA,GRE,W,NL,U,Age 26 - 40,2,0,0.0
2025-11-04,ROWAN,DEM,I,NL,F,Age 26 - 40,1,0,0.0
2025-11-04,CLAY,UNA,B,UN,F,Age 41 - 65,1,0,0.0
2025-11-04,PASQUOTANK,UNA,M,UN,U,Age 18 - 25,1,0,0.0
2025-11-04,PASQUOTANK,UNA,M,NL,M,Age 26 - 40,5,0,0.0
2025-11-04,COLUMBUS,REP,I,UN,U,Age Over 66,1,0,0.0
2025-11-04,DAVIE,DEM,B,HL,F,Age 18 - 25,1,0,0.0
2025-11-04,SAMPSON,REP,U,NL,F,Age 18 - 25,3,0,0.0
2025-11-04,UNION,LIB,O,NL,M,Age 26 - 40,2,0,0.0
2025-11-04,PERQUIMANS,REP,B,UN,U,Age 41 - 65,1,0,0.0
2025-11-04,MOORE,REP,P,NL,F,Age 41 - 65,1,0,0.0
2025-11-04,SWAIN,REP,B,NL,F,Age 18 - 25,1,0,0.0
2025-11-04,CATAWBA,REP,U,HL,U,Age Over 66,1,0,0.0
2025-11-04,GASTON,DEM,A,UN,U,Age 18 - 25,1,0,0.0
2025-11-04,PASQUOTANK,REP,U,HL,F,Age 18 - 25,1,0,0.0
2025-11-04,LENOIR,REP,U,NL,F,Age 18 - 25,1,0,0.0
2025-11-04,WARREN,LIB,W,NL,M,Age 26 - 40,2,0,0.0
2025-11-04,ORANGE,REP,M,NL,M,Age 26 - 40,1,0,0.0
2025-11-04,HERTFORD,DEM,O,UN,F,Age 26 - 40,1,0,0.0
2025-11-04,SWAIN,UNA,B,UN,F,Age 26 - 40,1,0,0.0
2025-11-04,NASH,REP,O,UN,F,Age 26 - 40,2,0,0.0
2025-11-04,GUILFORD,LIB,A,UN,M,Age 26 - 40,1,0,0.0
2025-11-04,MCDOWELL,DEM,O,HL,U,Age 18 - 25,1,0,0.0
2025-11-04,WARREN,REP,I,UN,M,Age 41 - 65,2,0,0.0
2025-11-04,CALDWELL,UNA,I,UN,F,Age 18 - 25,1,0,0.0
2025-11-04,MADISON,REP,O,HL,F,Age Over 66,1,0,0.0
2025-11-04,HALIFAX,REP,U,NL,M,Age 41 - 65,1,0,0.0
2025-11-04,BURKE,LIB,B,NL,F,Age 26 - 40,1,0,0.0
2025-11-04,LINCOLN,DEM,M,UN,F,Age 41 - 65,1,0,0.0
2025-11-04,PERQUIMANS,UNA,U,NL,M,Age Over 66,1,0,0.0
2025-11-04,POLK,UNA,A,NL,M,Age 41 - 65,1,0,0.0
2025-11-04,SWAIN,UNA,B,NL,M,Age 18 - 25,4,0,0.0
2025-11-04,ANSON,UNA,M,UN,F,Age 26 - 40,1,0,0.0
2025-11-04,PENDER,REP,A,UN,M,Age 26 - 40,1,0,0.0
2025-11-04,WATAUGA,REP,I,UN,F,Age Over 66,1,0,0.0
2025-11-04,GATES,REP,O,NL,M,Age 18 - 25,1,0,0.0
2025-11-04,CHATHAM,REP,O,NL,U,Age 26 - 40,1,0,0.0
2025-11-04,WILKES,DEM,M,UN,F,Age 18 - 25,1,0,0.0
2025-11-04,WAYNE,DEM,M,UN,M,Age 18 - 25,2,0,0.0
2025-11-04,SAMPSON,LIB,W,UN,M,Age Over 66,1,0,0.0
2025-11-04,GRAHAM,UNA,I,NL,F,Age 18 - 25,5,0,0.0
2025-11-04,GUILFORD,GRE,O,NL,F,Age 41 - 65,1,0,0.0
2025-11-04,GUILFORD,GRE,B,HL,F,Age 26 - 40,1,0,0.0
2025-11-04,HYDE,UNA,W,NL,U,Age Over 66,1,0,0.0
2025-11-04,DURHAM,REP,I,UN,F,Age 41 - 65,1,0,0.0
2025-11-04,CHATHAM,REP,B,UN,U,Age Over 66,1,0,0.0
2025-11-04,NORTHAMPTON,UNA,A,UN,F,Age 26 - 40,1,0,0.0
2025-11-04,MADISON,REP,O,NL,U,Age 41 - 65,1,0,0.0
2025-11-04,CABARRUS,DEM,I,HL,M,Age 18 - 25,1,0,0.0
2025-11-04,ASHE,REP,U,HL,M,Age 41 - 65,3,0,0.0
2025-11-04,HARNETT,LIB,B,NL,U,Age 26 - 40,2,0,0.0
2025-11-04,MONTGOMERY,DEM,W,HL,F,Age Over 66,1,0,0.0
2025-11-04,MECKLENBURG,LIB,M,NL,M,Age 26 - 40,4,0,0.0
2025-11-04,JOHNSTON,UNA,O,HL,U,Age 41 - 65,18,0,0.0
2025-11-04,YADKIN,UNA,B,UN,F,Age 41 - 65,13,0,0.0
2025-11-04,HAYWOOD,DEM,U,HL,F,Age 18 - 25,3,0,0.0
2025-11-04,BLADEN,DEM,I,UN,M,Age 41 - 65,4,0,0.0
2025-11-04,PASQUOTANK,GRE,W,NL,M,Age 26 - 40,2,0,0.0
2025-11-04,ROCKINGHAM,REP,O,NL,F,Age 26 - 40,8,0,0.0
2025-11-04,DAVIDSON,REP,U,UN,U,Age Over 66,498,0,0.0
2025-11-04,BEAUFORT,LIB,W,NL,F,Age Over 66,3,0,0.0
2025-11-04,GUILFORD,DEM,I,NL,F,Age 26 - 40,29,0,0.0
2025-11-04,FORSYTH,DEM,U,NL,F,Age 18 - 25,36,0,0.0
2025-11-04,ROBESON,UNA,M,NL,M,Age 26 - 40,19,0,0.0
2025-11-04,SAMPSON,REP,B,UN,M,Age 18 - 25,12,0,0.0
2025-11-04,HOKE,UNA,A,UN,F,Age 26 - 40,19,0,0.0
2025-11-04,FORSYTH,UNA,M,UN,F,Age Over 66,5,0,0.0
2025-11-04,BEAUFORT,UNA,U,NL,M,Age 18 - 25,4,0,0.0
2025-11-04,GUILFORD,REP,M,HL,M,Age 41 - 65,9,0,0.0
2025-11-04,HENDERSON,DEM,O,UN,F,Age 18 - 25,19,0,0.0
2025-11-04,HENDERSON,DEM,M,HL,F,Age 26 - 40,19,0,0.0
2025-11-04,HALIFAX,UNA,W,HL,M,Age 18 - 25,6,0,0.0
2025-11-04,BERTIE,REP,B,NL,M,Age 18 - 25,10,0,0.0
2025-11-04,POLK,DEM,W,UN,M,Age 26 - 40,26,0,0.0
2025-11-04,MACON,UNA,U,HL,F,Age 18 - 25,10,0,0.0
2025-11-04,PENDER,REP,I,NL,F,Age 41 - 65,7,0,0.0
2025-11-04,ROWAN,UNA,U,HL,U,Age 41 - 65,9,0,0.0
2025-11-04,PITT,GRE,B,UN,M,Age 18 - 25,1,0,0.0
2025-11-04,FORSYTH,DEM,B,UN,U,Age 18 - 25,46,0,0.0
2025-11-04,PASQUOTANK,UNA,U,UN,F,Age 41 - 65,28,0,0.0
2025-11-04,GUILFORD,REP,M,HL,F,Age 26 - 40,9,0,0.0
2025-11-04,ONSLOW,DEM,O,UN,F,Age 41 - 65,30,0,0.0
2025-11-04,CARTERET,UNA,M,NL,F,Age 26 - 40,6,0,0.0
2025-11-04,YADKIN,REP,U,HL,M,Age 26 - 40,5,0,0.0
2025-11-04,BUNCOMBE,DEM,A,NL,F,Age 41 - 65,86,0,0.0
2025-11-04,UNION,DEM,U,HL,U,Age 26 - 40,6,0,0.0
2025-11-04,CATAWBA,DEM,M,UN,M,Age 26 - 40,5,0,0.0
2025-11-04,HOKE,UNA,I,NL,M,Age Over 66,42,0,0.0
2025-11-04,NEW HANOVER,UNA,A,UN,U,Age 41 - 65,6,0,0.0
2025-11-04,RANDOLPH,UNA,O,HL,U,Age 26 - 40,14,0,0.0
2025-11-04,HARNETT,UNA,U,UN,M,Age 18 - 25,47,0,0.0
2025-11-04,HOKE,REP,B,UN,F,Age 26 - 40,15,0,0.0
2025-11-04,SURRY,DEM,W,UN,M,Age 41 - 65,98,0,0.0
2025-11-04,HARNETT,UNA,O,NL,F,Age 41 - 65,66,0,0.0
2025-11-04,FRANKLIN,DEM,U,UN,F,Age 18 - 25,11,0,0.0
2025-11-04,GATES,UNA,W,UN,F,Age 26 - 40,73,0,0.0
2025-11-04,GUILFORD,DEM,U,NL,U,Age 41 - 65,23,0,0.0
2025-11-04,NASH,REP,U,UN,F,Age 26 - 40,10,0,0.0
2025-11-04,NASH,UNA,M,NL,M,Age 26 - 40,8,0,0.0
2025-11-04,CALDWELL,DEM,U,UN,M,Age 26 - 40,28,0,0.0
2025-11-04,RUTHERFORD,LIB,W,NL,M,Age 41 - 65,39,0,0.0
2025-11-04,WAKE,LIB,W,UN,F,Age Over 66,22,0,0.0
2025-11-04,FORSYTH,DEM,B,HL,M,Age 41 - 65,28,0,0.0
2025-11-04,CHATHAM,REP,U,UN,M,Age 18 - 25,12,0,0.0
2025-11-04,NASH,UNA,U,HL,F,Age 18 - 25,48,0,0.0
2025-11-04,ALEXANDER,UNA,O,HL,M,Age 41 - 65,23,0,0.0
2025-11-04,GUILFORD,UNA,P,UN,M,Age 26 - 40,3,0,0.0
2025-11-04,WAYNE,DEM,W,NL,M,Age 18 - 25,94,0,0.0
2025-11-04,WILSON,DEM,U,NL,F,Age 26 - 40,6,0,0.0
2025-11-04,CATAWBA,REP,W,HL,F,Age 18 - 25,18,0,0.0
2025-11-04,RICHMOND,UNA,O,NL,M,Age 26 - 40,19,0,0.0
2025-11-04,HENDERSON,DEM,O,HL,M,Age 41 - 65,66,0,0.0
