election_date,county_desc,party_cd,race_code,ethnic_code,sex_code,age_group,registered_count,voted_count,turnout_rate
2025-11-04,CRAVEN,REP,U,HL,F,Age 26 - 40,7,0,0.0
2025-11-04,LENOIR,DEM,O,UN,M,Age 18 - 25,3,0,0.0
2025-11-04,NEW HANOVER,DEM,M,UN,U,Age Over 66,2,0,0.0
2025-11-04,COLUMBUS,UNA,O,HL,F,Age 26 - 40,31,0,0.0
2025-11-04,ALAMANCE,REP,M,HL,M,Age 26 - 40,4,0,0.0
2025-11-04,HERTFORD,UNA,B,NL,U,Age Over 66,1,0,0.0
2025-11-04,AVERY,REP,I,NL,M,Age 41 - 65,2,0,0.0
2025-11-04,LEE,LIB,W,NL,F,Age Over 66,4,0,0.0
2025-11-04,CLEVELAND,REP,M,NL,F,Age Over 66,1,0,0.0
2025-11-04,ALLEGHANY,UNA,W,UN,U,Age 26 - 40,1,0,0.0
2025-11-04,DURHAM,REP,A,HL,F,Age 18 - 25,1,0,0.0
2025-11-04,LEE,LIB,U,UN,U,Age Over 66,1,0,0.0
2025-11-04,WAYNE,DEM,M,HL,F,Age Over 66,1,0,0.0
2025-11-04,WILSON,LIB,W,NL,U,Age 41 - 65,2,0,0.0
2025-11-04,PENDER,UNA,O,UN,U,Age 26 - 40,1,0,0.0
2025-11-04,IREDELL,GRE,W,UN,M,Age 26 - 40,2,0,0.0
2025-11-04,UNION,DEM,A,NL,U,Age 26 - 40,1,0,0.0
2025-11-04,POLK,DEM,I,UN,M,Age 41 - 65,2,0,0.0
2025-11-04,NASH,DEM,A,NL,M,Age Over 66,6,0,0.0
2025-11-04,EDGECOMBE,UNA,M,UN,M,Age 26 - 40,3,0,0.0
2025-11-04,CASWELL,REP,O,NL,M,Age 26 - 40,1,0,0.0
2025-11-04,LENOIR,UNA,M,UN,U,Age 26 - 40,1,0,0.0
2025-11-04,HENDERSON,DEM,A,HL,M,Age 41 - 65,1,0,0.0
2025-11-04,DURHAM,REP,I,UN,U,Age 26 - 40,1,0,0.0
2025-11-04,GASTON,LIB,M,NL,M,Age 26 - 40,1,0,0.0
2025-11-04,PERSON,UNA,A,UN,F,Age 41 - 65,3,0,0.0
2025-11-04,POLK,DEM,U,HL,F,Age 26 - 40,3,0,0.0
2025-11-04,CATAWBA,REP,M,NL,M,Age 26 - 40,6,0,0.0
2025-11-04,BUNCOMBE,LIB,B,NL,F,Age 41 - 65,3,0,0.0
2025-11-04,DUPLIN,DEM,U,UN,M,Age 41 - 65,18,0,0.0
2025-11-04,GRANVILLE,DEM,O,UN,F,Age 26 - 40,8,0,0.0
2025-11-04,MOORE,DEM,A,UN,F,Age Over 66,6,0,0.0
2025-11-04,STANLY,DEM,M,NL,F,Age 18 - 25,2,0,0.0
2025-11-04,NEW HANOVER,DEM,I,NL,F,Age 18 - 25,1,0,0.0
2025-11-04,CHATHAM,LIB,A,NL,M,Age 26 - 40,1,0,0.0
2025-11-04,HALIFAX,DEM,A,HL,F,Age Over 66,1,0,0.0
2025-11-04,SWAIN,REP,O,UN,M,Age 26 - 40,2,0,0.0
2025-11-04,HYDE,UNA,U,NL,U,Age 41 - 65,1,0,0.0
2025-11-04,CLEVELAND,LIB,W,NL,F,Age 18 - 25,13,0,0.0
2025-11-04,IREDELL,REP,B,HL,F,Age 26 - 40,1,0,0.0
2025-11-04,MECKLENBURG,UNA,P,NL,F,Age 18 - 25,4,0,0.0
2025-11-04,CHATHAM,UNA,M,HL,M,Age 26 - 40,3,0,0.0
2025-11-04,RUTHERFORD,UNA,M,NL,F,Age 26 - 40,3,0,0.0
2025-11-04,CATAWBA,DEM,A,UN,M,Age 18 - 25,2,0,0.0
2025-11-04,NORTHAMPTON,DEM,U,NL,U,Age 18 - 25,1,0,0.0
2025-11-04,RANDOLPH,REP,I,UN,M,Age 26 - 40,4,0,0.0
2025-11-04,ALEXANDER,UNA,W,NL,U,Age 18 - 25,3,0,0.0
2025-11-04,HALIFAX,UNA,W,NL,U,Age 18 - 25,3,0,0.0
2025-11-04,MADISON,UNA,O,HL,M,Age 26 - 40,7,0,0.0
2025-11-04,CHEROKEE,REP,I,UN,F,Age 41 - 65,2,0,0.0
2025-11-04,CATAWBA,UNA,A,UN,U,Age 26 - 40,4,0,0.0
2025-11-04,TRANSYLVANIA,DEM,M,UN,F,Age 26 - 40,1,0,0.0
2025-11-04,CURRITUCK,REP,O,NL,M,Age 41 - 65,6,0,0.0
2025-11-04,CLEVELAND,REP,O,NL,U,Age 26 - 40,4,0,0.0
2025-11-04,JACKSON,DEM,B,UN,F,Age 26 - 40,6,0,0.0
2025-11-04,CATAWBA,UNA,I,UN,F,Age 26 - 40,1,0,0.0
2025-11-04,GUILFORD,UNA,O,NL,U,Age Over 66,2,0,0.0
2025-11-04,RICHMOND,REP,U,UN,F,Age 18 - 25,6,0,0.0
2025-11-04,LINCOLN,REP,I,UN,U,Age 41 - 65,1,0,0.0
2025-11-04,SWAIN,UNA,M,NL,F,Age 26 - 40,2,0,0.0
2025-11-04,WILKES,REP,I,NL,M,Age 41 - 65,3,0,0.0
2025-11-04,POLK,UNA,U,NL,M,Age 26 - 40,1,0,0.0
2025-11-04,HENDERSON,UNA,O,NL,U,Age 41 - 65,3,0,0.0
2025-11-04,CATAWBA,DEM,I,UN,F,Age 26 - 40,2,0,0.0
2025-11-04,ALLEGHANY,DEM,W,NL,F,Age 26 - 40,37,0,0.0
2025-11-04,PITT,REP,M,UN,U,Age 41 - 65,1,0,0.0
2025-11-04,JONES,UNA,U,UN,M,Age 18 - 25,4,0,0.0
2025-11-04,FORSYTH,LIB,O,NL,F,Age Over 66,1,0,0.0
2025-11-04,ALLEGHANY,DEM,W,UN,U,Age Over 66,1,0,0.0
2025-11-04,JONES,DEM,O,UN,F,Age 26 - 40,1,0,0.0
2025-11-04,ROBESON,DEM,W,HL,U,Age 18 - 25,1,0,0.0
2025-11-04,JOHNSTON,REP,P,NL,M,Age 41 - 65,1,0,0.0
2025-11-04,NORTHAMPTON,UNA,O,HL,U,Age 41 - 65,1,0,0.0
2025-11-04,FORSYTH,GRE,O,NL,F,Age 41 - 65,2,0,0.0
2025-11-04,BRUNSWICK,REP,A,UN,F,Age 18 - 25,5,0,0.0
2025-11-04,CUMBERLAND,UNA,A,HL,M,Age Over 66,1,0,0.0
2025-11-04,DAVIDSON,UNA,B,NL,U,Age Over 66,4,0,0.0
2025-11-04,MECKLENBURG,REP,A,UN,U,Age 18 - 25,2,0,0.0
2025-11-04,CAMDEN,REP,O,HL,M,Age 26 - 40,2,0,0.0
2025-11-04,PASQUOTANK,LIB,W,UN,F,Age 26 - 40,12,0,0.0
2025-11-04,CHOWAN,UNA,W,HL,M,Age 26 - 40,3,0,0.0
2025-11-04,PAMLICO,LIB,W,UN,F,Age 41 - 65,1,0,0.0
2025-11-04,PERSON,LIB,B,NL,F,Age 41 - 65,3,0,0.0
2025-11-04,GATES,REP,W,HL,M,Age 26 - 40,1,0,0.0
2025-11-04,UNION,LIB,O,UN,F,Age 26 - 40,1,0,0.0
2025-11-04,POLK,UNA,A,UN,M,Age 26 - 40,1,0,0.0
2025-11-04,GATES,LIB,W,NL,M,Age 18 - 25,2,0,0.0
2025-11-04,CABARRUS,LIB,M,UN,U,Age 18 - 25,1,0,0.0
2025-11-04,ANSON,UNA,I,NL,M,Age 41 - 65,2,0,0.0
2025-11-04,LEE,GRE,W,UN,F,Age 18 - 25,3,0,0.0
2025-11-04,WASHINGTON,REP,O,HL,M,Age 41 - 65,2,0,0.0
2025-11-04,UNION,LIB,B,NL,M,Age 18 - 25,2,0,0.0
2025-11-04,CAMDEN,DEM,U,HL,M,Age 41 - 65,1,0,0.0
2025-11-04,ONSLOW,LIB,M,NL,F,Age 26 - 40,4,0,0.0
2025-11-04,BRUNSWICK,DEM,I,NL,F,Age 18 - 25,1,0,0.0
2025-11-04,MCDOWELL,UNA,U,NL,F,Age 18 - 25,1,0,0.0
2025-11-04,CALDWELL,UNA,I,NL,F,Age 18 - 25,1,0,0.0
2025-11-04,WAYNE,REP,M,NL,M,Age Over 66,2,0,0.0
2025-11-04,CAMDEN,UNA,B,UN,M,Age Over 66,8,0,0.0
2025-11-04,MACON,DEM,B,NL,F,Age 18 - 25,2,0,0.0
2025-11-04,JOHNSTON,GRE,B,UN,F,Age 26 - 40,1,0,0.0
2025-11-04,CHEROKEE,REP,O,NL,M,Age 18 - 25,3,0,0.0
2025-11-04,GREENE,UNA,O,NL,M,Age 26 - 40,3,0,0.0
2025-11-04,COLUMBUS,REP,W,HL,F,Age 18 - 25,2,0,0.0
2025-11-04,ROBESON,DEM,O,UN,U,Age 41 - 65,1,0,0.0
2025-11-04,CUMBERLAND,LIB,B,UN,F,Age Over 66,1,0,0.0
2025-11-04,WASHINGTON,UNA,O,UN,F,Age 18 - 25,2,0,0.0
2025-11-04,FRANKLIN,UNA,A,NL,U,Age 26 - 40,2,0,0.0
2025-11-04,LENOIR,LIB,W,UN,M,Age Over 66,2,0,0.0
2025-11-04,BEAUFORT,UNA,O,NL,U,Age 26 - 40,2,0,0.0
2025-11-04,ROCKINGHAM,LIB,U,HL,M,Age 18 - 25,2,0,0.0
2025-11-04,PITT,REP,I,HL,F,Age Over 66,1,0,0.0
2025-11-04,HOKE,REP,O,UN,F,Age 26 - 40,6,0,0.0
2025-11-04,WARREN,DEM,O,UN,M,Age Over 66,2,0,0.0
2025-11-04,WATAUGA,REP,U,NL,M,Age Over 66,3,0,0.0
2025-11-04,JACKSON,DEM,O,UN,F,Age 26 - 40,4,0,0.0
2025-11-04,GUILFORD,LIB,B,NL,U,Age 41 - 65,1,0,0.0
2025-11-04,HARNETT,REP,B,HL,M,Age 18 - 25,2,0,0.0
2025-11-04,WATAUGA,REP,A,NL,M,Age 41 - 65,5,0,0.0
2025-11-04,DUPLIN,DEM,U,NL,F,Age 26 - 40,3,0,0.0
2025-11-04,GASTON,GRE,W,NL,F,Age 18 - 25,2,0,0.0
2025-11-04,MOORE,UNA,B,UN,U,Age 26 - 40,1,0,0.0
2025-11-04,JOHNSTON,LIB,O,UN,F,Age 41 - 65,1,0,0.0
2025-11-04,GREENE,DEM,U,UN,M,Age 18 - 25,2,0,0.0
2025-11-04,CURRITUCK,UNA,U,NL,M,Age Over 66,2,0,0.0
2025-11-04,HENDERSON,REP,I,UN,F,Age 41 - 65,6,0,0.0
2025-11-04,FRANKLIN,GRE,B,NL,M,Age 18 - 25,1,0,0.0
2025-11-04,JONES,LIB,W,NL,M,Age Over 66,1,0,0.0
2025-11-04,CURRITUCK,DEM,U,HL,U,Age 41 - 65,1,0,0.0
2025-11-04,DARE,LIB,O,UN,F,Age Over 66,1,0,0.0
2025-11-04,BUNCOMBE,DEM,A,HL,F,Age 26 - 40,1,0,0.0
2025-11-04,GRANVILLE,REP,A,UN,F,Age Over 66,5,0,0.0
2025-11-04,UNION,REP,P,UN,F,Age 41 - 65,1,0,0.0
2025-11-04,PASQUOTANK,UNA,M,UN,F,Age 26 - 40,4,0,0.0
2025-11-04,PENDER,DEM,B,HL,F,Age Over 66,3,0,0.0
2025-11-04,WAKE,UNA,M,UN,U,Age Over 66,1,0,0.0
2025-11-04,MITCHELL,UNA,W,UN,U,Age 26 - 40,4,0,0.0
2025-11-04,BEAUFORT,UNA,W,HL,F,Age 26 - 40,6,0,0.0
2025-11-04,PENDER,LIB,I,NL,M,Age 18 - 25,1,0,0.0
2025-11-04,DURHAM,DEM,U,HL,U,Age Over 66,1,0,0.0
2025-11-04,ONSLOW,UNA,P,HL,F,Age 26 - 40,2,0,0.0
2025-11-04,CATAWBA,LIB,U,NL,F,Age 18 - 25,1,0,0.0
2025-11-04,UNION,LIB,W,UN,F,Age Over 66,3,0,0.0
2025-11-04,STANLY,REP,I,NL,F,Age 18 - 25,1,0,0.0
2025-11-04,GASTON,DEM,A,NL,U,Age 41 - 65,1,0,0.0
2025-11-04,TRANSYLVANIA,DEM,B,UN,U,Age Over 66,1,0,0.0
2025-11-04,BURKE,GRE,W,UN,M,Age 41 - 65,1,0,0.0
2025-11-04,ALLEGHANY,UNA,M,NL,M,Age 26 - 40,1,0,0.0
2025-11-04,CURRITUCK,UNA,M,UN,M,Age 26 - 40,1,0,0.0
2025-11-04,CAMDEN,DEM,W,NL,U,Age Over 66,1,0,0.0
2025-11-04,PERSON,UNA,B,NL,U,Age 18 - 25,1,0,0.0
2025-11-04,MECKLENBURG,LIB,U,NL,M,Age 41 - 65,1,0,0.0
2025-11-04,GASTON,UNA,I,NL,M,Age 18 - 25,1,0,0.0
2025-11-04,HERTFORD,DEM,M,UN,F,Age Over 66,2,0,0.0
2025-11-04,DAVIDSON,REP,I,NL,U,Age 26 - 40,1,0,0.0
2025-11-04,STANLY,REP,M,UN,F,Age 41 - 65,2,0,0.0
2025-11-04,MARTIN,UNA,U,NL,F,Age Over 66,1,0,0.0
2025-11-04,DURHAM,REP,A,NL,U,Age 26 - 40,3,0,0.0
2025-11-04,YANCEY,UNA,B,NL,F,Age Over 66,1,0,0.0
2025-11-04,NEW HANOVER,DEM,I,UN,U,Age 26 - 40,1,0,0.0
2025-11-04,CLAY,DEM,B,NL,F,Age Over 66,1,0,0.0
2025-11-04,AVERY,DEM,B,UN,F,Age Over 66,1,0,0.0
2025-11-04,HYDE,REP,U,UN,M,Age 41 - 65,3,0,0.0
2025-11-04,LEE,REP,A,UN,U,Age 18 - 25,1,0,0.0
2025-11-04,ALEXANDER,LIB,O,UN,F,Age 18 - 25,1,0,0.0
2025-11-04,DUPLIN,UNA,B,HL,M,Age 18 - 25,1,0,0.0
2025-11-04,DAVIE,UNA,M,NL,F,Age 18 - 25,4,0,0.0
2025-11-04,ROWAN,DEM,I,HL,F,Age 26 - 40,2,0,0.0
2025-11-04,MITCHELL,UNA,I,UN,M,Age 26 - 40,1,0,0.0
2025-11-04,CATAWBA,REP,I,NL,F,Age 18 - 25,1,0,0.0
2025-11-04,YANCEY,UNA,M,HL,F,Age 26 - 40,1,0,0.0
2025-11-04,JACKSON,LIB,O,NL,M,Age 18 - 25,1,0,0.0
2025-11-04,DARE,REP,I,UN,M,Age 41 - 65,2,0,0.0
2025-11-04,WILSON,REP,I,UN,F,Age Over 66,1,0,0.0
2025-11-04,HALIFAX,DEM,M,HL,U,Age 26 - 40,1,0,0.0
2025-11-04,BRUNSWICK,UNA,A,NL,U,Age Over 66,1,0,0.0
2025-11-04,STOKES,DEM,M,UN,M,Age 18 - 25,1,0,0.0
2025-11-04,JACKSON,GRE,U,UN,U,Age 18 - 25,1,0,0.0
2025-11-04,EDGECOMBE,DEM,U,NL,M,Age Over 66,2,0,0.0
2025-11-04,ORANGE,DEM,A,HL,F,Age 18 - 25,4,0,0.0
2025-11-04,PENDER,DEM,I,UN,M,Age Over 66,1,0,0.0
2025-11-04,YADKIN,LIB,W,NL,F,Age 26 - 40,7,0,0.0
2025-11-04,GATES,UNA,O,HL,M,Age 26 - 40,2,0,0.0
2025-11-04,JACKSON,LIB,W,HL,F,Age 41 - 65,1,0,0.0
2025-11-04,BURKE,REP,O,UN,F,Age 18 - 25,5,0,0.0
2025-11-04,WAYNE,LIB,B,UN,F,Age 26 - 40,1,0,0.0
2025-11-04,VANCE,LIB,B,NL,F,Age Over 66,2,0,0.0
2025-11-04,BERTIE,DEM,O,HL,M,Age 18 - 25,2,0,0.0
2025-11-04,TYRRELL,DEM,B,UN,U,Age 18 - 25,1,0,0.0
2025-11-04,CALDWELL,REP,A,NL,F,Age 26 - 40,2,0,0.0
2025-11-04,MARTIN,LIB,U,UN,F,Age 26 - 40,1,0,0.0
2025-11-04,WARREN,UNA,A,UN,F,Age 26 - 40,1,0,0.0
2025-11-04,CHEROKEE,UNA,M,HL,M,Age 41 - 65,1,0,0.0
2025-11-04,VANCE,UNA,U,HL,M,Age 41 - 65,3,0,0.0
2025-11-04,MITCHELL,DEM,W,NL,U,Age Over 66,3,0,0.0
2025-11-04,HAYWOOD,UNA,M,NL,M,Age 18 - 25,1,0,0.0
2025-11-04,MONTGOMERY,UNA,I,NL,M,Age Over 66,2,0,0.0
2025-11-04,ALEXANDER,REP,W,HL,F,Age 18 - 25,1,0,0.0
2025-11-04,EDGECOMBE,DEM,A,HL,U,Age 26 - 40,1,0,0.0
2025-11-04,FORSYTH,DEM,A,HL,M,Age Over 66,1,0,0.0
2025-11-04,CAMDEN,DEM,B,UN,U,Age 26 - 40,2,0,0.0
2025-11-04,CALDWELL,REP,A,HL,F,Age 26 - 40,1,0,0.0
2025-11-04,GATES,UNA,O,UN,F,Age 18 - 25,1,0,0.0
2025-11-04,VANCE,REP,W,HL,M,Age Over 66,2,0,0.0
2025-11-04,LENOIR,UNA,U,NL,F,Age 26 - 40,1,0,0.0
2025-11-04,WATAUGA,DEM,O,HL,U,Age 18 - 25,1,0,0.0
2025-11-04,ONSLOW,GRE,M,UN,M,Age 26 - 40,1,0,0.0
2025-11-04,GUILFORD,GRE,B,HL,M,Age 18 - 25,1,0,0.0
2025-11-04,STANLY,UNA,A,HL,M,Age 18 - 25,1,0,0.0
2025-11-04,ROBESON,REP,M,HL,F,Age 41 - 65,2,0,0.0
2025-11-04,CRAVEN,DEM,W,NL,U,Age 18 - 25,1,0,0.0
2025-11-04,YADKIN,UNA,O,NL,U,Age 18 - 25,1,0,0.0
2025-11-04,WAKE,LIB,O,NL,U,Age 41 - 65,1,0,0.0
2025-11-04,CURRITUCK,DEM,B,UN,U,Age 41 - 65,5,0,0.0
2025-11-04,HALIFAX,UNA,M,UN,F,Age Over 66,1,0,0.0
2025-11-04,TYRRELL,LIB,U,UN,U,Age 41 - 65,1,0,0.0
2025-11-04,DARE,DEM,A,NL,M,Age 26 - 40,1,0,0.0
2025-11-04,JOHNSTON,LIB,U,HL,F,Age 18 - 25,2,0,0.0
2025-11-04,MITCHELL,DEM,O,NL,F,Age Over 66,2,0,0.0
2025-11-04,SWAIN,DEM,I,HL,F,Age 26 - 40,1,0,0.0
2025-11-04,LINCOLN,UNA,M,UN,F,Age Over 66,2,0,0.0
2025-11-04,MOORE,LIB,W,HL,F,Age 41 - 65,1,0,0.0
2025-11-04,CLEVELAND,REP,I,UN,M,Age 41 - 65,2,0,0.0
2025-11-04,VANCE,DEM,I,UN,F,Age Over 66,1,0,0.0
2025-11-04,STOKES,LIB,W,UN,M,Age Over 66,1,0,0.0
2025-11-04,FRANKLIN,LIB,B,NL,U,Age 41 - 65,1,0,0.0
2025-11-04,GUILFORD,UNA,P,NL,F,Age 26 - 40,1,0,0.0
2025-11-04,BLADEN,UNA,O,NL,U,Age 26 - 40,1,0,0.0
2025-11-04,ANSON,REP,I,UN,F,Age 41 - 65,2,0,0.0
2025-11-04,ALAMANCE,UNA,U,NL,U,Age 26 - 40,1,0,0.0
2025-11-04,HALIFAX,REP,I,NL,F,Age 26 - 40,1,0,0.0
2025-11-04,CHOWAN,UNA,O,HL,M,Age Over 66,1,0,0.0
2025-11-04,CLEVELAND,LIB,M,UN,M,Age Over 66,1,0,0.0
2025-11-04,BLADEN,UNA,M,HL,M,Age 26 - 40,1,0,0.0
2025-11-04,COLUMBUS,REP,U,HL,M,Age Over 66,1,0,0.0
2025-11-04,MITCHELL,UNA,U,NL,U,Age 26 - 40,1,0,0.0
2025-11-04,DAVIE,UNA,O,UN,F,Age Over 66,1,0,0.0
2025-11-04,CLAY,REP,I,NL,M,Age 41 - 65,1,0,0.0
2025-11-04,HENDERSON,DEM,M,NL,F,Age 18 - 25,1,0,0.0
2025-11-04,WARREN,REP,U,HL,F,Age 18 - 25,1,0,0.0
2025-11-04,LEE,UNA,M,NL,M,Age Over 66,1,0,0.0
2025-11-04,MITCHELL,REP,O,NL,F,Age 26 - 40,1,0,0.0
2025-11-04,MARTIN,LIB,O,HL,F,Age 26 - 40,1,0,0.0
2025-11-04,WILSON,DEM,A,HL,F,Age 41 - 65,1,0,0.0
2025-11-04,STANLY,DEM,A,NL,U,Age 26 - 40,1,0,0.0
2025-11-04,CHEROKEE,DEM,O,UN,M,Age 26 - 40,1,0,0.0
2025-11-04,ALAMANCE,REP,O,HL,U,Age 26 - 40,1,0,0.0
2025-11-04,HAYWOOD,REP,I,UN,F,Age 26 - 40,1,0,0.0
2025-11-04,WARREN,DEM,M,HL,M,Age 41 - 65,1,0,0.0
2025-11-04,MCDOWELL,REP,U,NL,U,Age Over 66,1,0,0.0
2025-11-04,JONES,REP,B,NL,F,Age 18 - 25,1,0,0.0
2025-11-04,LENOIR,REP,M,NL,M,Age 26 - 40,1,0,0.0
2025-11-04,PITT,DEM,I,HL,M,Age 18 - 25,1,0,0.0
2025-11-04,CHOWAN,UNA,I,NL,M,Age Over 66,2,0,0.0
2025-11-04,WASHINGTON,REP,U,NL,F,Age Over 66,1,0,0.0
2025-11-04,JACKSON,GRE,W,NL,F,Age 41 - 65,1,0,0.0
2025-11-04,ALAMANCE,LIB,U,UN,M,Age 18 - 25,1,0,0.0
2025-11-04,BEAUFORT,UNA,U,HL,F,Age Over 66,1,0,0.0
2025-11-04,MONTGOMERY,UNA,I,UN,F,Age Over 66,1,0,0.0
2025-11-04,PAMLICO,UNA,U,HL,M,Age 26 - 40,1,0,0.0
2025-11-04,POLK,UNA,U,UN,F,Age 41 - 65,59,0,0.0
2025-11-04,VANCE,DEM,U,UN,M,Age 18 - 25,9,0,0.0
2025-11-04,LINCOLN,DEM,B,NL,F,Age 41 - 65,470,0,0.0
2025-11-04,WATAUGA,UNA,M,UN,F,Age 18 - 25,23,0,0.0
2025-11-04,ALEXANDER,UNA,U,UN,U,Age 26 - 40,189,0,0.0
2025-11-04,HENDERSON,UNA,U,UN,U,Age 18 - 25,176,0,0.0
2025-11-04,BUNCOMBE,DEM,O,NL,F,Age 18 - 25,30,0,0.0
2025-11-04,GATES,UNA,I,UN,M,Age 26 - 40,1,0,0.0
2025-11-04,LINCOLN,REP,U,HL,M,Age 41 - 65,25,0,0.0
2025-11-04,BUNCOMBE,DEM,A,HL,F,Age 41 - 65,1,0,0.0
2025-11-04,FORSYTH,DEM,I,NL,F,Age Over 66,16,0,0.0
2025-11-04,WASHINGTON,DEM,B,HL,F,Age 41 - 65,1,0,0.0
2025-11-04,TRANSYLVANIA,UNA,W,HL,F,Age 18 - 25,5,0,0.0
2025-11-04,MACON,REP,U,UN,F,Age 41 - 65,76,0,0.0
2025-11-04,ALAMANCE,DEM,A,HL,F,Age 18 - 25,1,0,0.0
2025-11-04,LINCOLN,UNA,O,NL,M,Age Over 66,19,0,0.0
2025-11-04,RICHMOND,REP,W,HL,M,Age Over 66,2,0,0.0
2025-11-04,RUTHERFORD,UNA,U,UN,U,Age 18 - 25,147,0,0.0
2025-11-04,CASWELL,REP,O,NL,M,Age 41 - 65,3,0,0.0
2025-11-04,YANCEY,REP,W,NL,M,Age 26 - 40,242,0,0.0
2025-11-04,UNION,UNA,U,HL,M,Age 26 - 40,73,0,0.0
2025-11-04,WILSON,UNA,I,NL,M,Age 41 - 65,6,0,0.0
2025-11-04,LENOIR,UNA,W,NL,U,Age Over 66,9,0,0.0
2025-11-04,SWAIN,DEM,W,UN,F,Age 41 - 65,57,0,0.0
2025-11-04,LINCOLN,DEM,B,NL,U,Age 26 - 40,14,0,0.0
2025-11-04,DAVIDSON,DEM,W,HL,M,Age Over 66,11,0,0.0
2025-11-04,LINCOLN,UNA,O,HL,M,Age Over 66,17,0,0.0
2025-11-04,STANLY,REP,W,NL,M,Age 41 - 65,3341,0,0.0
2025-11-04,JACKSON,DEM,O,UN,F,Age 41 - 65,6,0,0.0
2025-11-04,CURRITUCK,REP,W,NL,F,Age Over 66,580,0,0.0
2025-11-04,WAKE,LIB,A,NL,M,Age 26 - 40,13,0,0.0
2025-11-04,ROCKINGHAM,REP,O,NL,M,Age 41 - 65,14,0,0.0
2025-11-04,GRAHAM,UNA,O,NL,M,Age 18 - 25,3,0,0.0
2025-11-04,MONTGOMERY,REP,I,UN,M,Age 41 - 65,1,0,0.0
2025-11-04,ONSLOW,UNA,M,HL,M,Age 18 - 25,6,0,0.0
2025-11-04,DAVIDSON,REP,U,UN,F,Age 26 - 40,71,0,0.0
2025-11-04,JONES,UNA,W,UN,M,Age Over 66,41,0,0.0
2025-11-04,FRANKLIN,REP,O,NL,M,Age 18 - 25,4,0,0.0
2025-11-04,PENDER,DEM,O,HL,F,Age 41 - 65,30,0,0.0
2025-11-04,NEW HANOVER,DEM,I,UN,U,Age 41 - 65,2,0,0.0
2025-11-04,MACON,LIB,W,NL,M,Age 41 - 65,22,0,0.0
2025-11-04,ROBESON,DEM,I,UN,M,Age 18 - 25,37,0,0.0
2025-11-04,SAMPSON,DEM,B,UN,U,Age 41 - 65,10,0,0.0
2025-11-04,SURRY,UNA,U,UN,U,Age 18 - 25,104,0,0.0
2025-11-04,DAVIE,UNA,B,NL,M,Age Over 66,20,0,0.0
2025-11-04,PERSON,DEM,W,NL,U,Age 26 - 40,13,0,0.0
2025-11-04,LINCOLN,UNA,U,HL,M,Age 41 - 65,37,0,0.0
2025-11-04,WAYNE,GRE,U,UN,U,Age 26 - 40,1,0,0.0
2025-11-04,CATAWBA,UNA,A,NL,M,Age Over 66,22,0,0.0
2025-11-04,UNION,DEM,U,UN,M,Age 18 - 25,50,0,0.0
2025-11-04,FORSYTH,DEM,I,UN,F,Age 41 - 65,10,0,0.0
2025-11-04,BUNCOMBE,REP,O,HL,F,Age Over 66,21,0,0.0
2025-11-04,DUPLIN,DEM,U,UN,M,Age 26 - 40,19,0,0.0
2025-11-04,IREDELL,DEM,B,UN,U,Age 18 - 25,5,0,0.0
2025-11-04,PERSON,UNA,W,NL,F,Age 18 - 25,331,0,0.0
2025-11-04,CURRITUCK,UNA,W,NL,M,Age 18 - 25,179,0,0.0
2025-11-04,BUNCOMBE,LIB,B,NL,F,Age 26 - 40,8,0,0.0
2025-11-04,SAMPSON,UNA,B,NL,M,Age 18 - 25,162,0,0.0
2025-11-04,WARREN,UNA,B,NL,M,Age 26 - 40,64,0,0.0
2025-11-04,CHEROKEE,REP,O,UN,M,Age 18 - 25,2,0,0.0
2025-11-04,ROWAN,REP,O,UN,M,Age 18 - 25,11,0,0.0
2025-11-04,FRANKLIN,UNA,A,UN,F,Age 41 - 65,20,0,0.0
2025-11-04,POLK,DEM,W,NL,F,Age 41 - 65,375,0,0.0
2025-11-04,LINCOLN,UNA,U,NL,U,Age 41 - 65,15,0,0.0
2025-11-04,SURRY,UNA,B,NL,M,Age 18 - 25,57,0,0.0
2025-11-04,MADISON,DEM,O,HL,F,Age 26 - 40,7,0,0.0
2025-11-04,DUPLIN,DEM,O,UN,M,Age 41 - 65,4,0,0.0
2025-11-04,RICHMOND,DEM,M,UN,F,Age 41 - 65,2,0,0.0
2025-11-04,ROWAN,GRE,B,UN,F,Age 26 - 40,1,0,0.0
2025-11-04,DUPLIN,DEM,B,NL,M,Age 18 - 25,79,0,0.0
2025-11-04,GASTON,UNA,U,HL,M,Age 18 - 25,38,0,0.0
2025-11-04,ROBESON,LIB,M,NL,M,Age Over 66,1,0,0.0
2025-11-04,MITCHELL,DEM,B,UN,M,Age 41 - 65,3,0,0.0
2025-11-04,NORTHAMPTON,DEM,U,NL,M,Age 41 - 65,2,0,0.0
2025-11-04,PASQUOTANK,UNA,B,NL,M,Age 26 - 40,115,0,0.0
2025-11-04,JACKSON,REP,U,UN,M,Age 26 - 40,10,0,0.0
2025-11-04,SAMPSON,REP,U,NL,U,Age Over 66,2,0,0.0
2025-11-04,ONSLOW,LIB,P,NL,M,Age 26 - 40,1,0,0.0
2025-11-04,WILKES,REP,M,HL,F,Age 41 - 65,1,0,0.0
2025-11-04,MECKLENBURG,DEM,I,UN,M,Age 18 - 25,7,0,0.0
